br17.atsp;500;0.01;2.1438766010197066;39.0
br17.atsp;500;0.04;2.1859278377381273;39.0
br17.atsp;500;0.08;2.147819761945881;39.0
br17.atsp;500;0.1;2.1729805920592113;39.0
br17.atsp;1000;0.01;4.331333308465773;39.0
br17.atsp;1000;0.04;4.353325108301647;39.0
br17.atsp;1000;0.08;4.463374576016562;39.0
br17.atsp;1000;0.1;4.393437364910372;39.0
br17.atsp;1500;0.01;6.703309191357937;39.0
br17.atsp;1500;0.04;6.735715526659232;39.0
br17.atsp;1500;0.08;6.777019765624919;39.0
br17.atsp;1500;0.1;6.696200653642194;39.0
ftv33.atsp;500;0.01;4.443054796186471;1502.8
ftv33.atsp;500;0.04;6.104575546464707;1404.6
ftv33.atsp;500;0.08;4.834343297050532;1485.8
ftv33.atsp;500;0.1;5.3223931725253575;1438.0
ftv33.atsp;1000;0.01;10.254455364597629;1477.8
ftv33.atsp;1000;0.04;9.762457627205254;1451.6
ftv33.atsp;1000;0.08;8.75482945109793;1465.0
ftv33.atsp;1000;0.1;8.696681048975119;1464.0
ftv33.atsp;1500;0.01;18.80480548626135;1442.2
ftv33.atsp;1500;0.04;15.413116123685109;1435.0
ftv33.atsp;1500;0.08;14.533109593394897;1429.4
ftv33.atsp;1500;0.1;13.633129266021978;1418.8
ftv47.atsp;500;0.01;9.533160537834238;2125.0
ftv47.atsp;500;0.04;10.50319156437754;2095.0
ftv47.atsp;500;0.08;8.210445245202617;2127.0
ftv47.atsp;500;0.1;8.20237517590399;2122.2
ftv47.atsp;1000;0.01;16.890330265084867;2080.0
ftv47.atsp;1000;0.04;18.692744121972282;2115.6
ftv47.atsp;1000;0.08;14.867725036969205;2094.2
ftv47.atsp;1000;0.1;13.349212481745372;2082.6
ftv47.atsp;1500;0.01;30.3483681939098;2070.6
ftv47.atsp;1500;0.04;24.47533108775833;2058.0
ftv47.atsp;1500;0.08;21.15817706795078;2092.2
ftv47.atsp;1500;0.1;22.50129890436242;2094.8
ftv70.atsp;500;0.01;10.056704124711086;2312.6
ftv70.atsp;500;0.04;10.30997632131066;2332.4
ftv70.atsp;500;0.08;14.610700682768037;2316.8
ftv70.atsp;500;0.1;12.066736193648103;2331.2
ftv70.atsp;1000;0.01;23.063500429732084;2306.2
ftv70.atsp;1000;0.04;25.505595610500315;2313.4
ftv70.atsp;1000;0.08;25.511895194462614;2325.8
ftv70.atsp;1000;0.1;19.5360617648952;2325.0
ftv70.atsp;1500;0.01;44.37409135457019;2289.0
ftv70.atsp;1500;0.04;38.9665989962361;2294.0
ftv70.atsp;1500;0.08;39.27435225959289;2288.4
ftv70.atsp;1500;0.1;32.47546971590682;2306.8
ftv170.atsp;500;0.01;36.75050745158224;3627.0
ftv170.atsp;500;0.04;35.931149433275095;3623.6
ftv170.atsp;500;0.08;54.09750551089037;3567.8
ftv170.atsp;500;0.1;68.87784157045826;3606.2
ftv170.atsp;1000;0.01;91.54255025717484;3593.2
ftv170.atsp;1000;0.04;101.50831191486722;3540.8
ftv170.atsp;1000;0.08;134.96160133140256;3534.6
ftv170.atsp;1000;0.1;83.96336915965676;3578.2
ftv170.atsp;1500;0.01;125.46890324848736;3580.0
ftv170.atsp;1500;0.04;102.75160451990105;3601.0
ftv170.atsp;1500;0.08;173.66514368171428;3559.0
ftv170.atsp;1500;0.1;187.4387682073997;3544.4
