gr17.tsp;500;0.01;3.349909096994376;2085.0
gr17.tsp;500;0.04;3.3350203445934183;2085.0
gr17.tsp;500;0.08;3.285508456432217;2085.0
gr17.tsp;500;0.1;3.2553159096611126;2085.0
gr17.tsp;1000;0.01;11.70195283058878;2085.0
gr17.tsp;1000;0.04;11.777804643871253;2085.0
gr17.tsp;1000;0.08;11.54186042530751;2085.0
gr17.tsp;1000;0.1;11.987530601201518;2085.0
gr17.tsp;1500;0.01;27.59135218093122;2085.0
gr17.tsp;1500;0.04;27.772516965750686;2085.0
gr17.tsp;1500;0.08;27.146261939642272;2085.0
gr17.tsp;1500;0.1;27.43576767562697;2085.0
gr24.tsp;500;0.01;3.56938237053987;1340.3
gr24.tsp;500;0.04;3.7566675489555337;1342.7
gr24.tsp;500;0.08;3.5839408777888595;1340.9
gr24.tsp;500;0.1;3.6935276957799714;1340.4
gr24.tsp;1000;0.01;13.419935427696373;1326.6
gr24.tsp;1000;0.04;12.412042246648117;1330.2
gr24.tsp;1000;0.08;12.328668861147344;1325.7
gr24.tsp;1000;0.1;12.568733172852172;1335.2
gr24.tsp;1500;0.01;28.873296054073762;1312.8
gr24.tsp;1500;0.04;26.34644637719075;1329.3
gr24.tsp;1500;0.08;25.925714615660127;1329.3
gr24.tsp;1500;0.1;25.996159897313873;1331.4
gr48.tsp;500;0.01;10.541750309524923;5647.1
gr48.tsp;500;0.04;9.515240867416015;5710.4
gr48.tsp;500;0.08;9.547081625176043;5646.9
gr48.tsp;500;0.1;8.354438815736648;5595.4
gr48.tsp;1000;0.01;838.3394257423618;5630.5
gr48.tsp;1000;0.04;26.254327473606644;5602.5
gr48.tsp;1000;0.08;21.92286044523571;5591.7
gr48.tsp;1000;0.1;21.345535430966812;5641.7
gr48.tsp;1500;0.01;39.5172647495112;5591.2
gr48.tsp;1500;0.04;44.34045888900037;5619.0
gr48.tsp;1500;0.08;37.179225111917006;5596.3
gr48.tsp;1500;0.1;36.0422454217638;5582.3
gr120.tsp;500;0.01;19.611519899276026;8363.6
gr120.tsp;500;0.04;56.82292631031341;8216.2
gr120.tsp;500;0.08;56.26556135288629;8031.6
gr120.tsp;500;0.1;63.887456407179705;8080.6
gr120.tsp;1000;0.01;80.46851020755457;8191.6
gr120.tsp;1000;0.04;110.67547018928126;8024.2
gr120.tsp;1000;0.08;104.10790406488232;8039.4
gr120.tsp;1000;0.1;96.81932667392611;7961.4
gr120.tsp;1500;0.01;148.7991107447968;8053.8
gr120.tsp;1500;0.04;147.992790507662;8001.6
gr120.tsp;1500;0.08;132.66786141864867;8018.6
gr120.tsp;1500;0.1;107.71547783351343;7968.0
